63 -1||| 62 -1||| 61 -1||| 60 -1||| 59 -1||| 58 -1||| 
23 1||| 21 -1||| 53 1||| 51 1||| 18 1||| 17 1||| 

23 1||| 21 -1||| 53 1||| 51 1||| 18 1||| 18 1||| 

26 23 1||| 42 21 -1||| 62 53 1||| 62 51 1||| 26 19 1||| 29 18 1||| 

26 23 1||| 42 21 -1||| 62 53 1||| 62 52 1||| 26 19 1||| 29 18 1||| 

26 23 1||| 42 22 -1||| 62 53 1||| 62 52 1||| 26 19 1||| 29 18 1||| 

26 23 1||| 42 22 -1||| 62 54 1||| 62 52 1||| 26 19 1||| 29 18 1||| 

23 1||| 23 -1||| 54 1||| 52 1||| 19 1||| 18 1||| 

23 1||| 23 -1||| 54 1||| 52 1||| 19 1||| 19 1||| 

23 1||| 23 -1||| 54 1||| 52 1||| 20 1||| 19 1||| 

26 24 1||| 42 23 -1||| 62 54 1||| 62 52 1||| 26 20 1||| 29 19 1||| 

26 24 1||| 42 23 -1||| 62 54 1||| 62 53 1||| 26 20 1||| 29 19 1||| 

24 1||| 24 -1||| 54 1||| 53 1||| 20 1||| 19 1||| 

26 24 1||| 42 24 -1||| 62 54 1||| 62 53 1||| 26 20 1||| 29 20 1||| 

26 24 1||| 42 24 -1||| 62 54 1||| 62 54 1||| 26 20 1||| 29 20 1||| 

24 1||| 24 -1||| 55 1||| 54 1||| 20 1||| 20 1||| 

24 1||| 24 -1||| 55 1||| 54 1||| 21 1||| 20 1||| 

25 1||| 24 -1||| 55 1||| 54 1||| 21 1||| 20 1||| 

26 1||| 24 -1||| 55 1||| 54 1||| 21 1||| 20 1||| 

26 1||| 24 -1||| 55 1||| 54 1||| 21 1||| 21 1||| 

26 26 1||| 42 24 -1||| 62 55 1||| 62 54 1||| 26 22 1||| 29 21 1||| 

26 26 1||| 42 24 -1||| 62 56 1||| 62 54 1||| 26 22 1||| 29 21 1||| 

26 26 1||| 42 25 -1||| 62 56 1||| 62 54 1||| 26 22 1||| 29 21 1||| 

26 26 1||| 42 25 -1||| 62 56 1||| 62 55 1||| 26 22 1||| 29 21 1||| 

26 1||| 25 -1||| 56 1||| 56 1||| 22 1||| 21 1||| 

26 26 1||| 42 25 -1||| 62 56 1||| 62 56 1||| 26 22 1||| 29 22 1||| 

26 1||| 25 -1||| 57 1||| 56 1||| 22 1||| 22 1||| 

36 27 -1||| 42 25 -1||| 62 57 1||| 62 56 1||| 26 22 1||| 29 22 1||| 

27 -1||| 26 -1||| 57 1||| 56 1||| 22 1||| 22 1||| 

36 27 -1||| 42 26 -1||| 62 57 1||| 62 56 1||| 26 23 1||| 29 22 1||| 

36 27 -1||| 42 26 -1||| 62 58 1||| 62 56 1||| 26 23 1||| 29 22 1||| 

27 -1||| 26 -1||| 58 1||| 57 1||| 23 1||| 22 1||| 

36 28 -1||| 42 26 -1||| 62 58 1||| 62 57 1||| 26 23 1||| 29 22 1||| 

28 -1||| 27 -1||| 58 1||| 57 1||| 23 1||| 22 1||| 

28 -1||| 27 -1||| 58 1||| 57 1||| 24 1||| 22 1||| 

36 28 -1||| 42 27 -1||| 62 58 1||| 62 57 1||| 26 24 1||| 29 23 1||| 

36 28 -1||| 42 27 -1||| 62 59 1||| 62 57 1||| 26 24 1||| 29 23 1||| 

28 -1||| 27 -1||| 59 1||| 58 1||| 24 1||| 23 1||| 

28 -1||| 27 -1||| 59 1||| 58 1||| 24 1||| 24 1||| 

36 28 -1||| 42 27 -1||| 62 59 1||| 62 58 1||| 26 25 1||| 29 24 1||| 

28 -1||| 28 -1||| 59 1||| 58 1||| 25 1||| 24 1||| 

36 29 -1||| 42 28 -1||| 62 59 1||| 62 58 1||| 26 25 1||| 29 24 1||| 

36 29 -1||| 42 28 -1||| 62 60 1||| 62 58 1||| 26 25 1||| 29 24 1||| 

29 -1||| 28 -1||| 60 1||| 59 1||| 25 1||| 24 1||| 

36 29 -1||| 42 28 -1||| 62 60 1||| 62 59 1||| 26 26 1||| 29 24 1||| 

29 -1||| 29 -1||| 60 1||| 59 1||| 26 1||| 24 1||| 

29 -1||| 29 -1||| 60 1||| 59 1||| 26 1||| 25 1||| 

36 30 -1||| 42 29 -1||| 62 60 1||| 62 59 1||| 26 26 1||| 29 25 1||| 

36 30 -1||| 42 29 -1||| 62 61 1||| 62 59 1||| 26 26 1||| 29 25 1||| 

30 -1||| 29 -1||| 61 1||| 60 1||| 26 1||| 25 1||| 

36 30 -1||| 42 29 -1||| 62 61 1||| 62 60 1||| 36 27 -1||| 29 25 1||| 

30 -1||| 30 -1||| 61 1||| 60 1||| 27 -1||| 25 1||| 

31 -1||| 30 -1||| 61 1||| 60 1||| 27 -1||| 25 1||| 

36 31 -1||| 42 30 -1||| 62 61 1||| 62 60 1||| 36 27 -1||| 29 26 1||| 

31 -1||| 30 -1||| 62 1||| 60 1||| 27 -1||| 26 1||| 

31 -1||| 30 -1||| 62 1||| 60 1||| 28 -1||| 26 1||| 

31 -1||| 30 -1||| 62 1||| 60 1||| 28 -1||| 27 1||| 

36 32 -1||| 42 30 -1||| 62 62 1||| 62 60 1||| 36 28 -1||| 29 27 1||| 

36 32 -1||| 42 30 -1||| 62 62 1||| 62 61 1||| 36 28 -1||| 29 27 1||| 

32 -1||| 31 -1||| 62 1||| 61 1||| 28 -1||| 27 1||| 

32 -1||| 31 -1||| 62 1||| 61 1||| 29 -1||| 27 1||| 

36 32 -1||| 42 31 -1||| 62 62 1||| 62 61 1||| 36 29 -1||| 29 28 1||| 

32 -1||| 32 -1||| 62 1||| 61 1||| 29 -1||| 28 1||| 

36 33 -1||| 42 32 -1||| 62 62 1||| 62 61 1||| 36 29 -1||| 29 28 1||| 

36 33 -1||| 42 32 -1||| 62 62 1||| 62 62 1||| 36 29 -1||| 29 28 1||| 

33 -1||| 32 -1||| 63 -1||| 62 1||| 29 -1||| 28 1||| 

36 33 -1||| 42 32 -1||| 32 63 -1||| 62 62 1||| 36 30 -1||| 29 28 1||| 

33 -1||| 33 -1||| 63 -1||| 62 1||| 30 -1||| 28 1||| 

33 -1||| 33 -1||| 63 -1||| 62 1||| 30 -1||| 29 1||| 

36 34 -1||| 42 33 -1||| 32 63 -1||| 62 62 1||| 36 30 -1||| 29 29 1||| 

34 -1||| 33 -1||| 63 -1||| 63 -1||| 30 -1||| 29 1||| 

36 34 -1||| 42 33 -1||| 32 32 -1||| 41 63 -1||| 36 30 -1||| 29 29 1||| 

36 34 -1||| 42 33 -1||| 32 32 -1||| 41 32 -1||| 36 30 -1||| 29 29 1||| 

34 -1||| 34 -1||| 32 -1||| 32 -1||| 30 -1||| 29 1||| 

34 -1||| 34 -1||| 33 1||| 32 -1||| 30 -1||| 29 1||| 

34 -1||| 34 -1||| 33 1||| 32 -1||| 30 -1||| 30 -1||| 

35 -1||| 34 -1||| 33 1||| 32 -1||| 30 -1||| 30 -1||| 

35 -1||| 34 -1||| 33 1||| 32 -1||| 31 -1||| 30 -1||| 

36 36 -1||| 42 34 -1||| 30 33 1||| 41 32 -1||| 36 31 -1||| 33 30 -1||| 

36 36 -1||| 42 35 -1||| 30 33 1||| 41 32 -1||| 36 31 -1||| 33 30 -1||| 

36 -1||| 35 -1||| 33 1||| 33 -1||| 31 -1||| 30 -1||| 

36 -1||| 35 -1||| 34 1||| 33 -1||| 31 -1||| 30 -1||| 

36 -1||| 35 -1||| 34 1||| 33 -1||| 32 -1||| 30 -1||| 

36 -1||| 35 -1||| 34 1||| 33 -1||| 32 -1||| 31 -1||| 

37 1||| 35 -1||| 34 1||| 33 -1||| 32 -1||| 31 -1||| 

26 37 1||| 42 35 -1||| 30 34 1||| 41 33 -1||| 36 33 -1||| 33 31 -1||| 

26 37 1||| 42 35 -1||| 30 34 1||| 41 34 -1||| 36 33 -1||| 33 31 -1||| 

37 1||| 36 -1||| 34 1||| 34 -1||| 33 -1||| 31 -1||| 

37 1||| 36 -1||| 34 1||| 34 -1||| 33 -1||| 32 -1||| 

37 1||| 36 -1||| 35 1||| 34 -1||| 33 -1||| 32 -1||| 

26 37 1||| 42 36 -1||| 30 35 1||| 41 34 -1||| 36 33 -1||| 33 33 -1||| 

37 1||| 37 -1||| 35 1||| 34 -1||| 33 -1||| 33 -1||| 

26 37 1||| 42 37 -1||| 30 35 1||| 41 34 -1||| 36 34 -1||| 33 33 -1||| 

37 1||| 37 -1||| 35 1||| 35 -1||| 34 -1||| 33 -1||| 

37 1||| 37 -1||| 36 1||| 35 -1||| 34 -1||| 33 -1||| 

38 1||| 37 -1||| 36 1||| 35 -1||| 34 -1||| 33 -1||| 

26 39 1||| 42 37 -1||| 30 36 1||| 41 35 -1||| 36 34 -1||| 33 33 -1||| 

39 1||| 37 -1||| 36 1||| 36 -1||| 34 -1||| 33 -1||| 

26 39 1||| 42 37 -1||| 30 36 1||| 41 36 -1||| 36 34 -1||| 29 34 1||| 

39 1||| 38 -1||| 36 1||| 36 -1||| 34 -1||| 34 1||| 

39 1||| 38 -1||| 37 1||| 36 -1||| 34 -1||| 34 1||| 

26 39 1||| 42 38 -1||| 30 37 1||| 41 36 -1||| 36 35 -1||| 29 34 1||| 

26 39 1||| 42 39 -1||| 30 37 1||| 41 36 -1||| 36 35 -1||| 29 34 1||| 

39 1||| 39 -1||| 37 1||| 37 -1||| 35 -1||| 34 1||| 

40 1||| 39 -1||| 37 1||| 37 -1||| 35 -1||| 34 1||| 

40 1||| 39 -1||| 37 1||| 37 -1||| 35 -1||| 35 1||| 

40 1||| 39 -1||| 38 1||| 37 -1||| 35 -1||| 35 1||| 

40 1||| 39 -1||| 38 1||| 37 -1||| 36 -1||| 35 1||| 

26 40 1||| 42 39 -1||| 30 38 1||| 41 37 -1||| 26 37 1||| 29 35 1||| 

40 1||| 40 -1||| 38 1||| 37 -1||| 37 1||| 35 1||| 

26 41 1||| 42 40 -1||| 30 38 1||| 41 37 -1||| 26 37 1||| 29 35 1||| 

41 1||| 40 -1||| 38 1||| 38 -1||| 37 1||| 35 1||| 

41 1||| 40 -1||| 38 1||| 38 -1||| 37 1||| 36 1||| 

41 1||| 40 -1||| 39 1||| 38 -1||| 37 1||| 36 1||| 

41 1||| 40 -1||| 40 1||| 38 -1||| 37 1||| 36 1||| 

26 41 1||| 42 40 -1||| 30 40 1||| 41 38 -1||| 26 38 1||| 29 36 1||| 

41 1||| 41 -1||| 40 1||| 38 -1||| 38 1||| 36 1||| 

42 1||| 41 -1||| 40 1||| 38 -1||| 38 1||| 36 1||| 

26 42 1||| 42 41 -1||| 30 40 1||| 41 38 -1||| 26 38 1||| 29 37 1||| 

26 42 1||| 42 41 -1||| 30 40 1||| 41 39 -1||| 26 38 1||| 29 37 1||| 

42 1||| 41 -1||| 40 1||| 40 -1||| 38 1||| 37 1||| 

42 1||| 41 -1||| 40 1||| 40 -1||| 38 1||| 38 1||| 

26 42 1||| 42 41 -1||| 30 40 1||| 41 40 -1||| 26 39 1||| 29 38 1||| 

42 1||| 42 -1||| 40 1||| 40 -1||| 39 1||| 38 1||| 

42 1||| 42 -1||| 41 1||| 40 -1||| 39 1||| 38 1||| 

43 1||| 42 -1||| 41 1||| 40 -1||| 39 1||| 38 1||| 

44 1||| 42 -1||| 41 1||| 40 -1||| 39 1||| 38 1||| 

26 44 1||| 42 42 -1||| 30 42 1||| 41 40 -1||| 26 39 1||| 29 38 1||| 

44 1||| 42 -1||| 42 1||| 41 -1||| 39 1||| 38 1||| 

44 1||| 42 -1||| 42 1||| 41 -1||| 40 1||| 38 1||| 

26 44 1||| 42 42 -1||| 30 42 1||| 41 41 -1||| 26 40 1||| 29 39 1||| 

44 1||| 43 1||| 42 1||| 41 -1||| 40 1||| 39 1||| 

26 44 1||| 62 43 1||| 30 42 1||| 41 41 -1||| 26 40 1||| 29 40 1||| 

44 1||| 44 1||| 42 1||| 41 -1||| 40 1||| 40 1||| 

45 1||| 44 1||| 42 1||| 41 -1||| 40 1||| 40 1||| 

45 1||| 44 1||| 42 1||| 41 -1||| 41 1||| 40 1||| 

26 45 1||| 62 44 1||| 30 43 1||| 41 41 -1||| 26 41 1||| 29 40 1||| 

45 1||| 44 1||| 43 1||| 42 1||| 41 1||| 40 1||| 

26 45 1||| 62 44 1||| 30 43 1||| 62 42 1||| 26 41 1||| 29 41 1||| 

45 1||| 44 1||| 43 1||| 43 1||| 41 1||| 41 1||| 

45 1||| 44 1||| 43 1||| 43 1||| 42 1||| 41 1||| 

26 45 1||| 62 44 1||| 30 44 1||| 62 43 1||| 26 42 1||| 29 41 1||| 

45 1||| 45 1||| 44 1||| 43 1||| 42 1||| 41 1||| 

46 1||| 45 1||| 44 1||| 43 1||| 42 1||| 41 1||| 

46 1||| 45 1||| 44 1||| 43 1||| 43 1||| 41 1||| 

47 1||| 45 1||| 44 1||| 43 1||| 43 1||| 41 1||| 

26 47 1||| 62 45 1||| 30 44 1||| 62 43 1||| 26 43 1||| 29 42 1||| 

47 1||| 46 1||| 44 1||| 43 1||| 43 1||| 42 1||| 

26 47 1||| 62 46 1||| 30 45 1||| 62 43 1||| 26 43 1||| 29 42 1||| 

26 47 1||| 62 46 1||| 30 45 1||| 62 44 1||| 26 43 1||| 29 42 1||| 

47 1||| 47 1||| 45 1||| 44 1||| 43 1||| 42 1||| 

47 1||| 47 1||| 45 1||| 44 1||| 43 1||| 43 1||| 

26 47 1||| 62 47 1||| 30 45 1||| 62 44 1||| 26 44 1||| 29 43 1||| 

47 1||| 47 1||| 45 1||| 45 1||| 44 1||| 43 1||| 

47 1||| 47 1||| 46 1||| 45 1||| 44 1||| 43 1||| 

16 1||| 47 1||| 46 1||| 45 1||| 44 1||| 43 1||| 

26 16 1||| 62 47 1||| 30 47 1||| 62 45 1||| 26 44 1||| 29 43 1||| 

16 1||| 47 1||| 47 1||| 46 1||| 44 1||| 43 1||| 

26 17 1||| 62 47 1||| 30 47 1||| 62 46 1||| 26 44 1||| 29 43 1||| 

17 1||| 48 1||| 47 1||| 46 1||| 44 1||| 43 1||| 

17 1||| 48 1||| 47 1||| 46 1||| 45 1||| 43 1||| 

17 1||| 48 1||| 47 1||| 46 1||| 45 1||| 44 1||| 

17 1||| 48 1||| 47 1||| 46 1||| 46 1||| 44 1||| 

26 17 1||| 62 48 1||| 30 47 1||| 62 46 1||| 26 46 1||| 29 45 1||| 

26 17 1||| 62 49 1||| 30 47 1||| 62 46 1||| 26 46 1||| 29 45 1||| 

17 1||| 49 1||| 47 1||| 47 1||| 46 1||| 45 1||| 

18 1||| 49 1||| 47 1||| 47 1||| 46 1||| 45 1||| 

26 18 1||| 62 49 1||| 30 16 1||| 62 47 1||| 26 46 1||| 29 45 1||| 

18 1||| 49 1||| 16 1||| 48 1||| 46 1||| 45 1||| 

18 1||| 49 1||| 16 1||| 48 1||| 46 1||| 46 1||| 

19 1||| 49 1||| 16 1||| 48 1||| 46 1||| 46 1||| 

19 1||| 49 1||| 16 1||| 48 1||| 47 1||| 46 1||| 

26 19 1||| 62 49 1||| 30 17 1||| 62 48 1||| 26 47 1||| 29 46 1||| 

26 19 1||| 62 50 1||| 30 17 1||| 62 48 1||| 26 47 1||| 29 46 1||| 

19 1||| 51 1||| 17 1||| 48 1||| 47 1||| 46 1||| 

19 1||| 51 1||| 17 1||| 48 1||| 16 1||| 46 1||| 

19 1||| 51 1||| 17 1||| 48 1||| 16 1||| 47 1||| 

19 1||| 51 1||| 18 1||| 48 1||| 16 1||| 47 1||| 

26 20 1||| 62 51 1||| 30 18 1||| 62 48 1||| 26 16 1||| 29 47 1||| 

20 1||| 51 1||| 18 1||| 49 1||| 16 1||| 47 1||| 

20 1||| 51 1||| 18 1||| 49 1||| 16 1||| 16 1||| 

20 1||| 51 1||| 18 1||| 49 1||| 17 1||| 16 1||| 

26 21 1||| 62 51 1||| 30 18 1||| 62 49 1||| 26 17 1||| 29 16 1||| 

21 1||| 51 1||| 18 1||| 50 1||| 17 1||| 16 1||| 

26 21 1||| 62 51 1||| 30 19 1||| 62 50 1||| 26 17 1||| 29 16 1||| 

21 1||| 52 1||| 19 1||| 50 1||| 17 1||| 16 1||| 

26 21 1||| 62 52 1||| 30 19 1||| 62 50 1||| 26 18 1||| 29 16 1||| 

21 1||| 53 1||| 19 1||| 50 1||| 18 1||| 16 1||| 

22 1||| 53 1||| 19 1||| 50 1||| 18 1||| 16 1||| 

22 1||| 53 1||| 20 1||| 50 1||| 18 1||| 16 1||| 

26 22 1||| 62 53 1||| 30 20 1||| 62 50 1||| 26 18 1||| 29 17 1||| 

26 22 1||| 62 53 1||| 30 20 1||| 62 51 1||| 26 18 1||| 29 17 1||| 

22 1||| 54 1||| 20 1||| 51 1||| 18 1||| 17 1||| 

23 1||| 54 1||| 20 1||| 51 1||| 18 1||| 17 1||| 

23 1||| 54 1||| 20 1||| 51 1||| 19 1||| 17 1||| 

23 1||| 54 1||| 20 1||| 51 1||| 19 1||| 18 1||| 

26 23 1||| 62 54 1||| 30 21 1||| 62 51 1||| 26 19 1||| 29 18 1||| 

26 23 1||| 62 54 1||| 30 21 1||| 62 52 1||| 26 19 1||| 29 18 1||| 

23 1||| 54 1||| 21 1||| 53 1||| 19 1||| 18 1||| 

24 1||| 54 1||| 21 1||| 53 1||| 19 1||| 18 1||| 

24 1||| 54 1||| 22 1||| 53 1||| 19 1||| 18 1||| 

26 24 1||| 62 54 1||| 30 22 1||| 62 53 1||| 26 19 1||| 29 19 1||| 

24 1||| 55 1||| 22 1||| 53 1||| 19 1||| 19 1||| 

24 1||| 55 1||| 22 1||| 53 1||| 20 1||| 19 1||| 

25 1||| 55 1||| 22 1||| 53 1||| 20 1||| 19 1||| 

26 25 1||| 62 55 1||| 30 22 1||| 62 53 1||| 26 20 1||| 29 20 1||| 

25 1||| 55 1||| 22 1||| 54 1||| 20 1||| 20 1||| 

26 25 1||| 62 55 1||| 30 23 1||| 62 54 1||| 26 20 1||| 29 20 1||| 

25 1||| 56 1||| 23 1||| 54 1||| 20 1||| 20 1||| 

25 1||| 56 1||| 23 1||| 54 1||| 21 1||| 20 1||| 

26 26 1||| 62 56 1||| 30 23 1||| 62 54 1||| 26 21 1||| 29 20 1||| 

26 1||| 57 1||| 23 1||| 54 1||| 21 1||| 20 1||| 

26 1||| 57 1||| 23 1||| 54 1||| 21 1||| 21 1||| 

26 1||| 57 1||| 23 1||| 54 1||| 22 1||| 21 1||| 

26 26 1||| 62 57 1||| 30 24 1||| 62 54 1||| 26 22 1||| 29 21 1||| 

26 1||| 57 1||| 24 1||| 55 1||| 22 1||| 21 1||| 

26 26 1||| 62 57 1||| 30 24 1||| 62 55 1||| 26 22 1||| 29 22 1||| 

26 26 1||| 62 57 1||| 30 24 1||| 62 56 1||| 26 22 1||| 29 22 1||| 

26 1||| 58 1||| 24 1||| 56 1||| 22 1||| 22 1||| 

27 -1||| 58 1||| 24 1||| 56 1||| 22 1||| 22 1||| 

27 -1||| 58 1||| 25 1||| 56 1||| 22 1||| 22 1||| 

27 -1||| 58 1||| 25 1||| 56 1||| 23 1||| 22 1||| 

36 28 -1||| 62 58 1||| 30 25 1||| 62 56 1||| 26 23 1||| 29 22 1||| 

28 -1||| 59 1||| 25 1||| 56 1||| 23 1||| 22 1||| 

28 -1||| 59 1||| 26 1||| 56 1||| 23 1||| 22 1||| 

36 28 -1||| 62 59 1||| 30 26 1||| 62 56 1||| 26 24 1||| 29 22 1||| 

28 -1||| 59 1||| 26 1||| 57 1||| 24 1||| 22 1||| 

36 28 -1||| 62 59 1||| 30 26 1||| 62 57 1||| 26 24 1||| 29 23 1||| 

28 -1||| 60 1||| 26 1||| 57 1||| 24 1||| 23 1||| 

28 -1||| 60 1||| 26 1||| 57 1||| 24 1||| 24 1||| 

28 -1||| 60 1||| 27 1||| 57 1||| 24 1||| 24 1||| 

36 28 -1||| 62 60 1||| 30 27 1||| 62 57 1||| 26 25 1||| 29 24 1||| 

28 -1||| 60 1||| 27 1||| 58 1||| 25 1||| 24 1||| 

29 -1||| 60 1||| 27 1||| 58 1||| 25 1||| 24 1||| 

29 -1||| 60 1||| 27 1||| 58 1||| 26 1||| 24 1||| 

30 -1||| 60 1||| 27 1||| 58 1||| 26 1||| 24 1||| 

36 30 -1||| 62 60 1||| 30 28 1||| 62 58 1||| 26 26 1||| 29 24 1||| 

30 -1||| 60 1||| 28 1||| 59 1||| 26 1||| 24 1||| 

36 30 -1||| 62 60 1||| 30 28 1||| 62 59 1||| 26 26 1||| 29 25 1||| 

30 -1||| 61 1||| 28 1||| 59 1||| 26 1||| 25 1||| 

36 30 -1||| 62 61 1||| 30 28 1||| 62 59 1||| 36 27 -1||| 29 25 1||| 

30 -1||| 62 1||| 28 1||| 59 1||| 27 -1||| 25 1||| 

30 -1||| 62 1||| 29 1||| 59 1||| 27 -1||| 25 1||| 

30 -1||| 62 1||| 29 1||| 59 1||| 27 -1||| 26 1||| 

36 31 -1||| 62 62 1||| 30 29 1||| 62 59 1||| 36 27 -1||| 29 26 1||| 

36 31 -1||| 62 62 1||| 30 29 1||| 62 60 1||| 36 27 -1||| 29 26 1||| 

36 31 -1||| 62 62 1||| 30 29 1||| 62 60 1||| 36 28 -1||| 29 26 1||| 

31 -1||| 63 -1||| 29 1||| 60 1||| 28 -1||| 26 1||| 

32 -1||| 63 -1||| 29 1||| 60 1||| 28 -1||| 26 1||| 

32 -1||| 63 -1||| 30 1||| 60 1||| 28 -1||| 26 1||| 

36 32 -1||| 62 63 -1||| 30 30 1||| 62 60 1||| 36 28 -1||| 29 27 1||| 

32 -1||| 63 -1||| 30 1||| 61 1||| 28 -1||| 27 1||| 

36 32 -1||| 40 63 -1||| 32 31 -1||| 62 61 1||| 36 28 -1||| 29 27 1||| 

32 -1||| 32 -1||| 31 -1||| 61 1||| 28 -1||| 27 1||| 

33 -1||| 32 -1||| 31 -1||| 61 1||| 28 -1||| 27 1||| 

36 33 -1||| 40 32 -1||| 32 31 -1||| 62 61 1||| 36 28 -1||| 29 28 1||| 

36 33 -1||| 40 32 -1||| 32 31 -1||| 62 62 1||| 36 28 -1||| 29 28 1||| 

36 33 -1||| 40 32 -1||| 32 31 -1||| 62 62 1||| 36 29 -1||| 29 28 1||| 

36 33 -1||| 40 33 -1||| 32 31 -1||| 62 62 1||| 36 29 -1||| 29 28 1||| 

36 33 -1||| 40 33 -1||| 32 31 -1||| 62 62 1||| 36 30 -1||| 29 28 1||| 

33 -1||| 33 -1||| 32 -1||| 62 1||| 30 -1||| 28 1||| 

34 -1||| 33 -1||| 32 -1||| 62 1||| 30 -1||| 28 1||| 

36 34 -1||| 40 33 -1||| 32 32 -1||| 62 62 1||| 36 30 -1||| 29 29 1||| 

36 34 -1||| 40 33 -1||| 32 32 -1||| 41 63 -1||| 36 30 -1||| 29 29 1||| 

34 -1||| 33 -1||| 32 -1||| 32 -1||| 30 -1||| 29 1||| 

36 34 -1||| 40 33 -1||| 32 32 -1||| 41 32 -1||| 36 30 -1||| 33 30 -1||| 

34 -1||| 33 -1||| 33 1||| 32 -1||| 30 -1||| 30 -1||| 

36 35 -1||| 40 33 -1||| 62 33 1||| 41 32 -1||| 36 30 -1||| 33 30 -1||| 

36 35 -1||| 40 33 -1||| 62 33 1||| 41 32 -1||| 36 31 -1||| 33 30 -1||| 

36 35 -1||| 40 34 -1||| 62 33 1||| 41 32 -1||| 36 31 -1||| 33 30 -1||| 

35 -1||| 34 -1||| 33 1||| 33 -1||| 31 -1||| 30 -1||| 

36 36 -1||| 40 34 -1||| 62 33 1||| 41 33 -1||| 36 31 -1||| 33 30 -1||| 

36 36 -1||| 40 34 -1||| 62 34 1||| 41 33 -1||| 36 31 -1||| 33 30 -1||| 

36 36 -1||| 40 35 -1||| 62 34 1||| 41 33 -1||| 36 31 -1||| 33 30 -1||| 

36 36 -1||| 40 35 -1||| 62 34 1||| 41 33 -1||| 36 32 -1||| 33 30 -1||| 

36 36 -1||| 40 35 -1||| 62 34 1||| 41 33 -1||| 36 32 -1||| 33 31 -1||| 

36 36 -1||| 40 35 -1||| 62 34 1||| 41 34 -1||| 36 32 -1||| 33 31 -1||| 

36 36 -1||| 40 36 -1||| 62 34 1||| 41 34 -1||| 36 32 -1||| 33 31 -1||| 

36 -1||| 36 -1||| 34 1||| 34 -1||| 32 -1||| 32 -1||| 

26 37 1||| 40 36 -1||| 62 34 1||| 41 34 -1||| 36 32 -1||| 33 32 -1||| 

26 37 1||| 40 36 -1||| 62 34 1||| 41 34 -1||| 36 33 -1||| 33 32 -1||| 

26 37 1||| 40 36 -1||| 62 35 1||| 41 34 -1||| 36 33 -1||| 33 32 -1||| 

26 37 1||| 40 36 -1||| 62 35 1||| 41 34 -1||| 36 34 -1||| 33 32 -1||| 

37 1||| 36 -1||| 35 1||| 34 -1||| 34 -1||| 33 -1||| 

26 38 1||| 40 36 -1||| 62 35 1||| 41 34 -1||| 36 34 -1||| 33 33 -1||| 

26 38 1||| 40 36 -1||| 62 35 1||| 41 35 -1||| 36 34 -1||| 33 33 -1||| 

26 38 1||| 40 37 -1||| 62 35 1||| 41 35 -1||| 36 34 -1||| 33 33 -1||| 

26 38 1||| 40 37 -1||| 62 36 1||| 41 35 -1||| 36 34 -1||| 33 33 -1||| 

26 38 1||| 40 37 -1||| 62 36 1||| 41 35 -1||| 36 35 -1||| 33 33 -1||| 

26 38 1||| 40 37 -1||| 62 36 1||| 41 36 -1||| 36 35 -1||| 33 33 -1||| 

38 1||| 37 -1||| 36 1||| 36 -1||| 35 -1||| 34 1||| 

26 39 1||| 40 37 -1||| 62 36 1||| 41 36 -1||| 36 35 -1||| 62 34 1||| 

26 39 1||| 40 37 -1||| 62 37 1||| 41 36 -1||| 36 35 -1||| 62 34 1||| 

26 39 1||| 40 38 -1||| 62 37 1||| 41 36 -1||| 36 35 -1||| 62 34 1||| 

26 39 1||| 40 38 -1||| 62 37 1||| 41 36 -1||| 36 36 -1||| 62 34 1||| 

26 39 1||| 40 38 -1||| 62 38 1||| 41 36 -1||| 36 36 -1||| 62 34 1||| 

26 39 1||| 40 39 -1||| 62 38 1||| 41 36 -1||| 36 36 -1||| 62 34 1||| 

39 1||| 39 -1||| 38 1||| 37 -1||| 36 -1||| 34 1||| 

26 40 1||| 40 39 -1||| 62 38 1||| 41 37 -1||| 36 36 -1||| 62 34 1||| 

26 40 1||| 40 39 -1||| 62 38 1||| 41 37 -1||| 36 36 -1||| 62 35 1||| 

26 40 1||| 40 39 -1||| 62 38 1||| 41 37 -1||| 62 37 1||| 62 35 1||| 

26 40 1||| 40 39 -1||| 62 38 1||| 41 37 -1||| 62 37 1||| 62 36 1||| 

26 40 1||| 40 40 -1||| 62 38 1||| 41 37 -1||| 62 37 1||| 62 36 1||| 

40 1||| 40 -1||| 39 1||| 37 -1||| 37 1||| 36 1||| 

26 41 1||| 40 40 -1||| 62 39 1||| 41 37 -1||| 62 37 1||| 62 36 1||| 

26 41 1||| 40 40 -1||| 62 39 1||| 41 38 -1||| 62 37 1||| 62 36 1||| 

26 41 1||| 40 40 -1||| 62 40 1||| 41 38 -1||| 62 37 1||| 62 36 1||| 

41 1||| 41 1||| 40 1||| 38 -1||| 37 1||| 36 1||| 

